개방자치단체코드,관리번호,자전거보관소명,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,보관대수,설치연도,설치형태,차양막설치여부,공기주입기비치여부,공기주입기유형명,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3150000,202631500000300692,송정역 1번출구,서울특별시 강서구 공항대로 28,,37.561103,126.810274,14,2001,휀스형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:55,2026-05-20 14:25:15
3150000,202631500000300967,개화역1번출구,서울특별시 강서구 개화동로8길 19,서울특별시 강서구 개화동 664 개화역,37.577886,126.798211,21,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300827,덕원여자고등학교,서울특별시 강서구 강서로45길 91-44,서울특별시 강서구 내발산동 산59-2,37.548511,126.829011,20,2011,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300828,공항중학교,서울특별시 강서구 방화대로 241,서울특별시 강서구 공항동 12-3,37.562472,126.81532,30,2011,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300829,공항고교,서울특별시 강서구 개화동로 495,서울특별시 강서구 방화동 648-1,37.569293,126.806325,50,2011,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300830,강서운전면허시험장,서울특별시 강서구 남부순환로 171,서울특별시 강서구 외발산동 425,37.550179,126.821824,20,2011,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300831,강서공업고등학교,서울특별시 강서구 방화대로47길 9,서울특별시 강서구 방화동 834,37.5755,126.816021,10,2011,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300832,송정역 3번출구,서울특별시 강서구 공항대로44,,37.560896,126.812052,25,2011,거치형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300833,까치산역 3번출구,서울특별시 강서구 강서로 52,,37.532453,126.846683,50,2011,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300834,까치산역 1번출구,서울특별시 강서구 강서로 52,,37.53248,126.846683,5,2011,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300835,경복비지니스고,서울특별시 강서구 화곡로 379,서울특별시 강서구 등촌동 131,37.558097,126.85267,10,2011,거치형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300836,가양역 10번출구,서울특별시 강서구 양천로64,,37.562054,126.850718,25,2011,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300837,홈플러스 가양점,서울특별시 강서구 양천로 431,서울특별시 강서구 가양동 18-24,37.564278,126.849942,42,2011,휀스형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300838,방화중학교,서울특별시 강서구 개화동로27길 9,서울특별시 강서구 방화동 636-1,37.565107,126.806878,62,2011,휀스형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300968,공항중학교,서울특별시 강서구 방화대로 241,서울특별시 강서구 공항동 12-3,37.562178,126.814967,40,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300969,송정중학교 앞,서울특별시 강서구 남부순환로 121,서울특별시 강서구 공항동 768-1,37.553158,126.815244,17,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300970,마곡수명산파크7단지-1,,서울특별시 강서구 내발산동 754-4,37.549252,126.823197,10,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300971,마곡수명산파크7단지-2,,서울특별시 강서구 내발산동 754-4,37.549396,126.82295,10,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300972,마곡수명산파크4단지 411동 앞,서울특별시 강서구 수명로1길 16,,37.552048,126.822561,10,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300973,수명산파크 상가,서울특별시 강서구 수명로 72,,37.552409,126.826125,18,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300839,홈플러스 가양점,서울특별시 강서구 양천로 431,서울특별시 강서구 가양동 18-24,37.564278,126.849942,30,2011,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300840,한국건강관리협회,서울특별시 강서구 화곡로 335,서울특별시 강서구 화곡동 1097,37.553822,126.850654,10,2011,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300842,메이필드호텔전문학교,서울특별시 강서구 방화대로 96,서울특별시 강서구 외발산동 276-36,37.548916,126.817299,20,2012,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300843,대일고등학교,서울특별시 강서구 등촌로 105,서울특별시 강서구 등촌동 563-2,37.539453,126.863284,100,2012,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300844,KBS스포츠월드,서울특별시 강서구 공항대로 376,서울특별시 강서구 화곡동 1093-76,37.55678,126.847609,30,2012,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300841,염창중학교,서울특별시 강서구 양천로67가길 83,서울특별시 강서구 염창동 85,37.553922,126.871738,30,2012,기타,Y,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300974,강서힐스테이트 상가 앞,서울특별시 강서구 강서로 242,,37.547385,126.836763,7,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300975,강서NC백화점,서울특별시 강서구 강서로56길 17,,37.559934,126.840499,37,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300977,마곡엠밸리1405동 맞은편,,서울특별시 강서구 마곡동 798-22,37.558295,126.824854,40,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300978,삼정초등학교 내,서울특별시 강서구 금낭화로 222,,37.580443,126.810844,20,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300979,방화강서8기동단,서울특별시 강서구 방화대로34길 65,,37.570498,126.820037,20,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300976,가양초교 정문 앞,서울특별시 강서구 허준로 186,,37.561975,126.859297,10,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300845,화곡중고등학교,서울특별시 강서구 강서로 45길69,서울특별시 강서구 내발산동 산48-3,37.548051,126.831698,23,2012,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300846,염창역 2번출구,서울특별시 강서구 공항대로 629,,37.547206,126.874851,8,2012,거치형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300847,양천향교역 2번출구,서울특별시 강서구 강서로489,,37.56917,126.841043,7,2012,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300980,가양역 롯데시네마,서울특별시 강서구 양천로 476,서울특별시 강서구 등촌동 73-1,37.5616,126.853272,10,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300982,마곡나루역,서울특별시 강서구 마곡중앙5로 지하2(마곡동),서울특별시 강서구 마곡동 767-2,37.566793,126.827518,30,2022,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300981,마곡엠밸리1202동 앞,서울특별시 강서구 공항대로 140,,37.558571,126.822423,20,2021,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:58,2026-05-20 14:25:17
3150000,202631500000300848,동양고등학교,서울특별시 강서구 허준로 50,서울특별시 강서구 가양동 1464,37.568759,126.847084,40,2012,거치형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300849,경복여자고등학교,서울특별시 강서구 화곡로63길 40,서울특별시 강서구 등촌동 131,37.557821,126.850597,20,2012,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300850,가양역 3번출구,서울특별시 강서구 화곡로429,,37.561471,126.855056,10,2012,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300851,가양역 10번출구,서울특별시 강서구 양천로64,,37.562054,126.850718,5,2012,거치형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300852,송정초교,서울특별시 강서구 공항대로3길 18,서울특별시 강서구 공항동 22-16,37.562759,126.811031,40,2013,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300853,발산지구 육교밑,서울특별시 강서구 수명로 749,,37.556621,126.812654,20,2013,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300854,공암나루근린공원,서울특별시 강서구 강서로80길 117,서울특별시 강서구 가양동 1459-9,37.570635,126.849087,30,2013,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300865,kt 공항지사,서울특별시 강서구 공항대로 69,서울특별시 강서구 공항동 11-10,37.561399,126.815268,5,2013,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300866,염창동 삼성프라자앞,,서울특별시 강서구 염창동 277-1,37.549122,126.869033,20,2013,단독형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300867,방화1동 하나은행앞,서울특별시 강서구 양천로 108 은천빌딩A,서울특별시 강서구 방화동 282-1 은천빌딩A,37.573147,126.798198,10,2013,단독형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300868,등촌2동 대일고교앞,서울특별시 강서구 등촌로 105,서울특별시 강서구 등촌동 563-2,37.539453,126.863284,10,2013,단독형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300869,등빛도서관,서울특별시 강서구 강서로62길 48,서울특별시 강서구 등촌동 690-1,37.562356,126.842241,10,2013,단독형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300870,가양1동 성재중학교앞보도,서울특별시 강서구 허준로36,서울특별시 강서구 가양동 1463,37.56923,126.845293,60,2013,단독형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300871,수명산 작은도서관,서울특별시 강서구 수명로1길 131,서울특별시 강서구 내발산동 740,37.554084,126.825228,20,2014,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300872,삼정중학교,서울특별시 강서구 금낭화로 210,서울특별시 강서구 방화동 856,37.581086,126.810885,30,2014,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300873,방화역 2번출구,서울특별시 강서구 금낭화로11,,37.577335,126.811652,10,2014,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300874,등촌역 비원빌딩앞,서울특별시 강서구 공항대로 525,서울특별시 강서구 등촌동 648-6,37.55153,126.865085,10,2014,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300875,동양공업고등학교,서울특별시 강서구 허준로 50,서울특별시 강서구 가양동 1464,37.568759,126.847084,40,2014,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300876,가양역 1번출구,서울특별시 강서구 양천로 9,,37.573005,126.804881,10,2014,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300878,염창동 우림블루라인,서울특별시 강서구 양천로 240,,37.557057,126.862164,20,2014,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300877,5602부대,서울특별시 강서구 남부순환로 245-13,,37.545904,126.820488,117,2014,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300879,한서고교,서울특별시 강서구 양천로11길 47,서울특별시 강서구 방화동 478-34,37.574602,126.80816,20,2014,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300880,한국폴리텍 강서대학,서울특별시 강서구 우장산로10길 112,서울특별시 강서구 화곡동 산60-1,37.549243,126.842444,20,2014,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300881,수명고교,서울특별시 강서구 수명로2길 15,서울특별시 강서구 내발산동 758,37.549701,126.824269,60,2015,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300882,성진빌딩㈜,서울특별시 강서구 강서로 308,,37.553094,126.836787,10,2015,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300883,마곡레포츠센터,서울특별시 강서구 양천로 251,서울특별시 강서구 마곡동 56-22,37.573147,126.831681,30,2015,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300884,강서운전면허시험장,서울특별시 강서구 남부순환로 171,서울특별시 강서구 외발산동 425,37.550179,126.821824,100,2015,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300783,방화1동 주민센타,서울특별시 강서구 방화동로 124-1,서울특별시 강서구 방화동 567-35,37.571508,126.812203,12,2009,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300784,발산역 6번출구,서울특별시 강서구 강서로 280,,37.558098,126.837201,33,2009,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300785,발산역 5번출구,서울특별시 강서구 공항대로 282,,37.558036,126.838679,34,2009,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300786,발산역 4번출구,서울특별시 강서구 공항대로 673,,37.558923,126.836895,45,2009,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300808,가양역 10번출구,서울특별시 강서구 양천로 64,,37.562054,126.850718,20,2010,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300810,강서운전면허시험장,서울특별시 강서구 남부순환로 171,서울특별시 강서구 외발산동 425,37.550179,126.821824,40,2010,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300815,화곡보건분소,서울특별시 강서구 월정로30길 96,서울특별시 강서구 화곡동 366-1,37.535457,126.841087,20,2010,휀스형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300816,까치산역 1번출구,서울특별시 강서구 강서로 52,,37.53248,126.846683,10,2010,휀스형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300817,강서우체국,서울특별시 강서구 강서로 448,서울특별시 강서구 등촌동 681,37.565163,126.840999,20,2010,휀스형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300818,화곡역 8번출구,서울특별시 강서구 강서로 173,서울특별시 강서구 화곡동 1065-22,37.541872,126.839613,20,2010,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300798,신방화역 3번출구,서울특별시 강서구 방화대로34길 2,,37.568283,126.817466,27,2010,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300799,방화역 1번출구,서울특별시 강서구 금낭화로136,,37.577303,126.812984,9,2010,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300782,화곡2동 주민자치센타,서울특별시 강서구 곰달래로37길 13,서울특별시 강서구 화곡동 860-4,37.531791,126.854481,10,2009,거치형,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300763,신방화역 6번출구,서울특별시 강서구 방화대로,,37.567002,126.815651,20,2009,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300764,신방화역 3번출구,서울특별시 강서구 방화대로,,37.567984,126.815689,30,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300765,신방화역 2번출구,서울특별시 강서구 초원로 201,,37.567589,126.815169,10,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300766,신방화역 1번출구,서울특별시 강서구 초원로 21,,37.567972,126.815754,10,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300767,수명산파크 상가앞,서울특별시 강서구 수명로2길 105,서울특별시 강서구 내발산동 749,37.552078,126.827186,40,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300773,강서경찰서,서울특별시 강서구 강서로7길 39,서울특별시 강서구 화곡동 901-14,37.529369,126.845517,20,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300774,가양역 9번출구,서울특별시 강서구 양천로 485,,37.561556,126.854388,10,2009,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300775,가양역 7번출구,서울특별시 강서구 화곡로420,,37.560494,126.85513,10,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300776,가양역 6번출구,서울특별시 강서구 양천로 500,,37.560502,126.855524,10,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300777,가양역 4번출구,서울특별시 강서구 강서로 18,,37.561471,126.853258,30,2009,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300778,가양역 2번출구,서울특별시 강서구 양천로 489,,37.562252,126.854076,7,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300779,가양역 1번출구,서울특별시 강서구 양천로 9,,37.573005,126.804881,10,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300780,가양2동 주민센타,서울특별시 강서구 허준로 93,서울특별시 강서구 가양동 1472-4,37.56737,126.851244,30,2009,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300768,등촌역 8번출구,서울특별시 강서구 공항대로516,,37.55127,126.863424,30,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300769,등촌역 2번출구,서울특별시 강서구 공항대로 525,,37.55153,126.865085,10,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300770,등촌고교,서울특별시 강서구 공항대로39길 115,서울특별시 강서구 등촌동 691-2,37.562594,126.845016,40,2009,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300771,강서소방서,서울특별시 강서구 양천로 550,서울특별시 강서구 등촌동 630-2,37.558047,126.859967,20,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300772,강서면허시험장옆,서울특별시 강서구 남부순환로 171,서울특별시 강서구 외발산동 425,37.550179,126.821824,20,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300761,신방화역 8번출구,서울특별시 강서구 초원로 247,,37.567422,126.814804,20,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300762,신방화역 7번출구,서울특별시 강서구 방화대로 757,,37.56701,126.815308,20,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300781,경복비지니스고,서울특별시 강서구 화곡로 379,서울특별시 강서구 등촌동 131,37.558097,126.85267,40,2009,거치형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300819,화곡역 1번출구,서울특별시 강서구 화곡로174,서울특별시 강서구 화곡동 1064-4,37.542007,126.840739,30,2010,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300820,화곡3동 주민센터,서울특별시 강서구 강서로33가길 17,서울특별시 강서구 화곡동 1050-3,37.542486,126.83841,20,2010,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300758,양천향교역 6번출구,서울특별시 강서구 강서로350-3,,37.567962,126.840194,10,2009,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300759,양천향교역 3번출구,서울특별시 강서구 강서로490,,37.568847,126.84213,10,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300760,양천향교역 1번출구,서울특별시 강서구 양천로 179,,37.568864,126.839594,10,2009,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300789,정림개발(메이필드호텔내),서울특별시 강서구 방화대로 94,서울특별시 강서구 외발산동 426,37.547525,126.818789,14,2009,휀스형,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:15
3150000,202631500000300804,마곡역,서울특별시 강서구 공항대로,서울특별시 강서구 마곡동 769-3,37.560197,126.825548,18,2010,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300800,신방화역 2번출구,서울특별시 강서구 방화대로303,,37.567792,126.815999,9,2010,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300801,수명초교,서울특별시 강서구 수명로1길 84,서울특별시 강서구 내발산동 752,37.552774,126.823881,30,2010,기타,N,N,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
3150000,202631500000300802,수명고교,서울특별시 강서구 수명로2길 15,서울특별시 강서구 내발산동 758,37.549701,126.824269,20,2010,기타,N,Y,,N,02-2600-4116,서울특별시 강서구청,2026-05-19,,2026-05-21 22:27:57,2026-05-20 14:25:16
